Metropolitan Core Based Statistical Area FIPS Code,Household-type of living quarters,Household-own/rent living quarters,Household-total family income in past 12 months,Demographics-highest level of school completed,Labor Force-employment status,Demographics-sex,Demographics-marital status,Weight-composited final weight,Household-total # of members,Weight-family,Weight-longitudinal weight,Weight-outgoing rotation weight,Weight-second stage weight (rake 6 final step weight),Year,Month
"Dallas-Fort Worth-Arlington, TX","House, Apartment, Flat",Owned Or Being Bought By A Hh Member,"100,000 To 149,999","DOCTORATE DEGREE(EX:PhD,EdD)",Retired-Not In Labor Force,Female,Widowed,4097.3740,1,4070.0024,6036.9490,0.0000,4070.0024,2023,jan
"Fargo, ND-MN","House, Apartment, Flat",Not in Universe,"60,000 To 74,999","MASTER'S DEGREE(EX:MA,MS,MEng,MEd,MSW)",Retired-Not In Labor Force,Female,Widowed,364.2923,1,361.3898,536.6352,1443.3755,361.3898,2024,jan
"Riverside-San Bernardino-Ontario, CA","House, Apartment, Flat",Not in Universe,"60,000 To 74,999",Some College But No Degree,Other-Not In Labor Force,Male,Married - Spouse Present,5497.9149,7,3921.6365,7459.0089,0.0000,5032.5804,2024,jan
"Portland-South Portland, ME","House, Apartment, Flat",Owned Or Being Bought By A Hh Member,"15,000 To 19,999",High School Grad-Diploma Or Equiv (ged),Employed-At Work,Female,Divorced,1642.8377,4,1602.3231,2398.4614,6712.1304,1602.3231,2022,jan
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","House, Apartment, Flat",Owned Or Being Bought By A Hh Member,"100,000 To 149,999",High School Grad-Diploma Or Equiv (ged),Unemployed-On Layoff,Male,Never Married,7272.2639,4,7353.8353,11004.3528,0.0000,7353.8353,2022,jan
"Las Vegas-Henderson-Paradise, NV","House, Apartment, Flat",Owned Or Being Bought By A Hh Member,"60,000 To 74,999","MASTER'S DEGREE(EX:MA,MS,MEng,MEd,MSW)",Retired-Not In Labor Force,Male,Widowed,1899.7537,1,1892.5745,2805.0623,0.0000,1892.5745,2023,jan
"Gainesville, GA","House, Apartment, Flat",Owned Or Being Bought By A Hh Member,"50,000 To 59,999",Not in Universe,Not in Universe,Female,Not in Universe,0.0000,6,5693.4466,0.0000,0.0000,5693.4466,2023,jan
"Fayetteville-Springdale-Rogers, AR-MO","House, Apartment, Flat",Owned Or Being Bought By A Hh Member,"75,000 To 99,999",Associate Deg.-Academic Program,Employed-At Work,Female,Married - Spouse Present,1444.6954,2,1453.7280,2176.0346,5856.1018,1453.7280,2022,jan
"Salt Lake City, UT","House, Apartment, Flat",Not in Universe,"100,000 To 149,999",11th Grade,Other-Not In Labor Force,Female,Never Married,1903.0340,4,1811.7796,2690.3495,7412.3364,1811.7796,2024,jan
0,"House, Apartment, Flat",Not in Universe,"150,000 or More",10th Grade,Other-Not In Labor Force,Male,Never Married,4198.4913,6,4000.7355,5929.6661,0.0000,4000.7355,2024,jan
0,"House, Apartment, Flat",Not in Universe,"60,000 To 74,999",Some College But No Degree,Other-Not In Labor Force,Male,Divorced,623.0116,3,608.5503,901.9592,0.0000,608.5503,2024,jan
"Appleton, WI","House, Apartment, Flat",Not in Universe,"100,000 To 149,999",Not in Universe,Not in Universe,Male,Not in Universe,0.0000,6,3680.7209,0.0000,0.0000,3680.7209,2024,jan
"McAllen-Edinburg-Mission, TX","House, Apartment, Flat",Owned Or Being Bought By A Hh Member,"60,000 To 74,999",Some College But No Degree,Other-Not In Labor Force,Female,Never Married,4991.2435,7,4969.1974,7370.7062,0.0000,4969.1974,2023,jan
"Chicago-Naperville-Elgin, IL-IN-WI","House, Apartment, Flat",Occupied without payment of cash rent,"100,000 To 149,999",12th Grade No Diploma,Other-Not In Labor Force,Male,Never Married,7295.5547,5,6775.7529,10139.3044,34947.9832,6775.7529,2022,jan
"Provo-Orem, UT","House, Apartment, Flat",Rented for cash,"25,000 To 29,999",Some College But No Degree,Employed-At Work,Female,Separated,1939.8345,2,1994.6765,0.0000,0.0000,1994.6765,2023,jan
"Boston-Cambridge-Newton, MA-NH","House, Apartment, Flat",Not in Universe,"150,000 or More","MASTER'S DEGREE(EX:MA,MS,MEng,MEd,MSW)",Employed-At Work,Male,Never Married,3837.7561,2,3843.6505,5696.8435,0.0000,3843.6505,2024,jan
0,"House, Apartment, Flat",Owned Or Being Bought By A Hh Member,"Less Than $5,000",7th Or 8th Grade,Disabled-Not In Labor Force,Female,Widowed,4595.4737,1,4584.6377,6800.2968,0.0000,4584.6377,2023,jan
0,"House, Apartment, Flat",Owned Or Being Bought By A Hh Member,"7,500 To 9,999",High School Grad-Diploma Or Equiv (ged),Retired-Not In Labor Force,Female,Never Married,1386.1510,3,1374.0750,0.0000,0.0000,1374.0750,2023,jan
"Atlanta-Sandy Springs-Roswell, GA","House, Apartment, Flat",Not in Universe,"35,000 To 39,999",Some College But No Degree,Unemployed-Looking,Male,Never Married,6519.0109,1,5964.7811,0.0000,0.0000,5964.7811,2024,jan
0,"House, Apartment, Flat",Not in Universe,"50,000 To 59,999","Bachelor's Degree(ex:ba,ab,bs)",Employed-At Work,Male,Never Married,931.7017,2,921.2642,1365.4462,3685.2250,921.2642,2024,jan
"Bridgeport-Stamford-Norwalk, CT","House, Apartment, Flat",Not in Universe,"35,000 To 39,999","Professional School Deg(ex:md,dds,dvm)",Employed-At Work,Female,Never Married,2692.0948,1,2673.5191,3969.9646,0.0000,2673.5191,2024,jan
"Charlotte-Concord-Gastonia, NC-SC","House, Apartment, Flat",Owned Or Being Bought By A Hh Member,"60,000 To 74,999",High School Grad-Diploma Or Equiv (ged),Employed-At Work,Male,Married - Spouse Present,4103.3558,2,3567.1300,6033.7694,16711.5813,4070.9821,2023,jan
0,Mobile Home Or Trlr W/No Perm Rm Added,Not in Universe,"60,000 To 74,999",Not in Universe,Not in Universe,Male,Not in Universe,0.0000,5,247.8025,0.0000,0.0000,247.8025,2024,jan
"Boise City, ID","House, Apartment, Flat",Not in Universe,"60,000 To 74,999",High School Grad-Diploma Or Equiv (ged),Employed-At Work,Male,Never Married,934.6884,1,936.5992,1388.1748,3743.2326,936.5992,2024,jan
"Santa Fe, NM","House, Apartment, Flat",Owned Or Being Bought By A Hh Member,"40,000 To 49,999",Some College But No Degree,Retired-Not In Labor Force,Female,Never Married,951.8072,3,937.7323,1403.6586,3843.6419,937.7323,2022,jan
"Phoenix-Mesa-Scottsdale, AZ","House, Apartment, Flat",Not in Universe,"60,000 To 74,999",Not in Universe,Not in Universe,Female,Not in Universe,0.0000,6,3167.8930,0.0000,0.0000,3167.8930,2024,jan
"Columbus, OH",Mobile Home Or Trlr W/No Perm Rm Added,Not in Universe,"12,500 To 14,999",Not in Universe,Not in Universe,Female,Not in Universe,0.0000,5,5407.2805,0.0000,0.0000,5407.2805,2024,jan
0,"House, Apartment, Flat",Owned Or Being Bought By A Hh Member,"50,000 To 59,999",Some College But No Degree,Retired-Not In Labor Force,Male,Married - Spouse Present,328.0190,2,322.3891,481.1170,1307.2851,321.5142,2022,jan
"Boise City, ID","House, Apartment, Flat",Rented for cash,"75,000 To 99,999",Some College But No Degree,Employed-At Work,Male,Never Married,1016.1268,2,984.5035,0.0000,0.0000,984.5035,2022,jan
0,"House, Apartment, Flat",Owned Or Being Bought By A Hh Member,"60,000 To 74,999","Bachelor's Degree(ex:ba,ab,bs)",Retired-Not In Labor Force,Female,Widowed,3851.0490,1,3842.7464,5699.8651,15402.2241,3842.7464,2023,jan
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","House, Apartment, Flat",Rented for cash,"75,000 To 99,999","Bachelor's Degree(ex:ba,ab,bs)",Employed-At Work,Female,Never Married,1004.4071,1,995.7215,0.0000,0.0000,995.7215,2023,jan
"Fargo, ND-MN","House, Apartment, Flat",Not in Universe,"50,000 To 59,999","MASTER'S DEGREE(EX:MA,MS,MEng,MEd,MSW)",Retired-Not In Labor Force,Male,Married - Spouse Present,510.3512,2,511.0355,748.5936,0.0000,505.0748,2024,jan
"Nashville-Davidson--Murfreesboro--Franklin, TN","House, Apartment, Flat",Owned Or Being Bought By A Hh Member,"100,000 To 149,999",Some College But No Degree,Employed-At Work,Male,Married - Spouse Present,4037.2368,2,4415.1380,6243.7026,0.0000,4172.4545,2022,jan
"Wausau, WI","House, Apartment, Flat",Owned Or Being Bought By A Hh Member,"75,000 To 99,999",High School Grad-Diploma Or Equiv (ged),Employed-At Work,Male,Married - Spouse Present,3499.5287,2,3191.0276,0.0000,0.0000,3569.2497,2023,jan
"Springfield, MO","House, Apartment, Flat",Owned Or Being Bought By A Hh Member,"40,000 To 49,999","MASTER'S DEGREE(EX:MA,MS,MEng,MEd,MSW)",Retired-Not In Labor Force,Female,Widowed,3382.3936,1,3400.7428,0.0000,0.0000,3400.7428,2022,jan
"Albuquerque, NM",Mobile Home Or Trlr W/No Perm Rm Added,Owned Or Being Bought By A Hh Member,"30,000 To 34,999","Bachelor's Degree(ex:ba,ab,bs)",Employed-Absent,Female,Married - Spouse Present,1092.3408,3,1105.4998,1654.7839,0.0000,1105.4998,2022,jan
"Visalia-Porterville, CA",Mobile Home Or Trlr W/No Perm Rm Added,Owned Or Being Bought By A Hh Member,"35,000 To 39,999",12th Grade No Diploma,Retired-Not In Labor Force,Male,Married - Spouse Present,4446.3302,3,4650.1227,6350.3089,17720.3776,4243.6958,2022,jan
"Washington-Arlington-Alexandria, DC-VA-MD-WV","House, Apartment, Flat",Not in Universe,"25,000 To 29,999",High School Grad-Diploma Or Equiv (ged),Disabled-Not In Labor Force,Male,Married - Spouse Present,6105.3288,2,4047.2402,8926.9675,0.0000,6023.0095,2024,jan
"Baltimore-Columbia-Towson, MD","House, Apartment, Flat",Not in Universe,"Less Than $5,000","MASTER'S DEGREE(EX:MA,MS,MEng,MEd,MSW)",Retired-Not In Labor Force,Female,Married - Spouse Present,5830.7468,3,5697.0774,8459.7099,0.0000,5697.0774,2024,jan
"Los Angeles-Long Beach-Anaheim, CA","House, Apartment, Flat",Not in Universe,"150,000 or More","Bachelor's Degree(ex:ba,ab,bs)",Employed-Absent,Female,Married - Spouse Present,7132.2162,2,6996.9518,10389.9207,0.0000,6996.9518,2024,jan
"Los Angeles-Long Beach-Anaheim, CA","House, Apartment, Flat",Not in Universe,"60,000 To 74,999","Bachelor's Degree(ex:ba,ab,bs)",Unemployed-Looking,Male,Never Married,5242.3539,1,5361.6461,7946.7316,0.0000,5361.6461,2024,jan
"Richmond, VA","House, Apartment, Flat",Not in Universe,"30,000 To 34,999",High School Grad-Diploma Or Equiv (ged),Unemployed-On Layoff,Male,Married - Spouse Present,5020.1754,2,4282.1836,0.0000,0.0000,5355.6550,2024,jan
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","House, Apartment, Flat",Not in Universe,"40,000 To 49,999",Associate Degree-Occupational/Vocationl,Employed-At Work,Female,Never Married,1157.3271,6,1178.7983,1750.4223,0.0000,1178.7983,2024,jan
"New York-Newark-Jersey City, NY-NJ-PA","House, Apartment, Flat",Not in Universe,"150,000 or More",10th Grade,Other-Not In Labor Force,Female,Never Married,0.0000,3,14237.1019,0.0000,0.0000,14237.1019,2024,jan
"Cincinnati, OH-KY-IN","House, Apartment, Flat",Rented for cash,"10,000 To 12,499",Some College But No Degree,Other-Not In Labor Force,Female,Never Married,7204.6140,5,6776.7532,0.0000,0.0000,6776.7532,2022,jan
"Riverside-San Bernardino-Ontario, CA","House, Apartment, Flat",Rented for cash,"35,000 To 39,999",5th Or 6th Grade,Employed-At Work,Male,Married - Spouse Present,4784.5202,5,5643.3190,7262.2172,19485.7337,4899.8153,2023,jan
0,"House, Apartment, Flat",Owned Or Being Bought By A Hh Member,"100,000 To 149,999",Associate Degree-Occupational/Vocationl,Employed-At Work,Male,Married - Spouse Present,3697.0175,3,3798.2025,5539.8756,15052.8207,3737.7521,2023,jan
"Columbus, OH","House, Apartment, Flat",Rented for cash,"35,000 To 39,999",Associate Degree-Occupational/Vocationl,Employed-At Work,Female,Never Married,7169.3545,2,7359.9054,0.0000,29095.7927,7359.9054,2022,jan
0,"House, Apartment, Flat",Owned Or Being Bought By A Hh Member,"50,000 To 59,999",High School Grad-Diploma Or Equiv (ged),Retired-Not In Labor Force,Male,Married - Spouse Present,1102.9165,2,1110.2123,1633.9929,0.0000,1091.9420,2022,jan
"Buffalo-Cheektowaga-Niagara Falls, NY","House, Apartment, Flat",Owned Or Being Bought By A Hh Member,"12,500 To 14,999",High School Grad-Diploma Or Equiv (ged),Disabled-Not In Labor Force,Female,Never Married,4050.2973,1,4074.0382,6042.9353,0.0000,4074.0382,2023,jan
"Fargo, ND-MN","House, Apartment, Flat",Occupied without payment of cash rent,"50,000 To 59,999",Not in Universe,Not in Universe,Female,Not in Universe,0.0000,5,731.4000,0.0000,0.0000,731.4000,2022,jan
"Minneapolis-St. Paul-Bloomington, MN-WI","House, Apartment, Flat",Owned Or Being Bought By A Hh Member,"150,000 or More","Bachelor's Degree(ex:ba,ab,bs)",Employed-At Work,Male,Married - Spouse Present,3337.4747,2,3300.6413,5026.5765,13260.9617,3359.0904,2022,jan
0,"House, Apartment, Flat",Rented for cash,"40,000 To 49,999",Some College But No Degree,Employed-At Work,Female,Married - Spouse Present,383.8607,5,388.5867,581.6618,0.0000,388.5867,2022,jan
"Wichita, KS","House, Apartment, Flat",Rented for cash,"75,000 To 99,999",Not in Universe,Not in Universe,Male,Not in Universe,0.0000,3,1543.8765,0.0000,0.0000,1543.8765,2022,jan
0,"House, Apartment, Flat",Not in Universe,"100,000 To 149,999","Bachelor's Degree(ex:ba,ab,bs)",Employed-At Work,Male,Married - Spouse Present,492.2995,5,403.1511,722.1588,1947.2267,487.2393,2024,jan
"Orlando-Kissimmee-Sanford, FL","House, Apartment, Flat",Rented for cash,"15,000 To 19,999",Not in Universe,Not in Universe,Female,Not in Universe,0.0000,6,3419.7194,0.0000,0.0000,3419.7194,2022,jan
0,"House, Apartment, Flat",Not in Universe,"150,000 or More",Not in Universe,Not in Universe,Male,Not in Universe,0.0000,6,368.2506,0.0000,0.0000,368.2506,2024,jan
"Cape Coral-Fort Myers, FL","House, Apartment, Flat",Owned Or Being Bought By A Hh Member,"60,000 To 74,999",Not in Universe,Not in Universe,Female,Not in Universe,0.0000,4,4807.9964,0.0000,0.0000,4807.9964,2023,jan
"Oklahoma City, OK","House, Apartment, Flat",Owned Or Being Bought By A Hh Member,"150,000 or More",Associate Degree-Occupational/Vocationl,Employed-At Work,Female,Married - Spouse Present,3094.7750,3,3111.9674,4615.9159,0.0000,3111.9674,2023,jan
0,"House, Apartment, Flat",Owned Or Being Bought By A Hh Member,"150,000 or More",Some College But No Degree,Disabled-Not In Labor Force,Female,Divorced,461.8667,3,484.9912,725.9663,1865.1363,484.9912,2022,jan
0,"House, Apartment, Flat",Owned Or Being Bought By A Hh Member,"15,000 To 19,999",High School Grad-Diploma Or Equiv (ged),Employed-At Work,Female,Married - Spouse Present,581.2124,5,584.9937,867.7088,0.0000,584.9937,2023,jan
"Birmingham-Hoover, AL",Mh Or Trlr W/1 Or More Perm Rms Added,Owned Or Being Bought By A Hh Member,"60,000 To 74,999",12th Grade No Diploma,Other-Not In Labor Force,Male,Never Married,2290.7189,4,2234.6037,3311.9978,9379.6487,2234.6037,2023,jan
"Pine Bluff, AR","House, Apartment, Flat",Not in Universe,"25,000 To 29,999",Not in Universe,Not in Universe,Male,Not in Universe,0.0000,5,1534.7356,0.0000,0.0000,1534.7356,2024,jan
0,"House, Apartment, Flat",Not in Universe,"Less Than $5,000",Not in Universe,Not in Universe,Male,Not in Universe,0.0000,6,5675.3409,0.0000,0.0000,5675.3409,2024,jan
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","House, Apartment, Flat",Rented for cash,"75,000 To 99,999",High School Grad-Diploma Or Equiv (ged),Retired-Not In Labor Force,Female,Divorced,720.5738,2,744.6981,1114.7126,0.0000,744.6981,2022,jan
"Dover, DE","House, Apartment, Flat",Owned Or Being Bought By A Hh Member,"75,000 To 99,999",High School Grad-Diploma Or Equiv (ged),Other-Not In Labor Force,Female,Never Married,1029.0176,6,1119.3266,1675.4808,4823.0981,1119.3266,2022,jan
0,"House, Apartment, Flat",Owned Or Being Bought By A Hh Member,"40,000 To 49,999",Some College But No Degree,Retired-Not In Labor Force,Female,Divorced,3326.2291,1,3240.2445,4850.2086,0.0000,3240.2445,2022,jan
"Richmond, VA","House, Apartment, Flat",Owned Or Being Bought By A Hh Member,"100,000 To 149,999",Associate Deg.-Academic Program,Retired-Not In Labor Force,Male,Married - Spouse Present,3898.9044,2,4084.6534,5786.2945,15494.9556,3904.0108,2023,jan
"New York-Newark-Jersey City, NY-NJ-PA","House, Apartment, Flat",Rented for cash,"25,000 To 29,999",High School Grad-Diploma Or Equiv (ged),Retired-Not In Labor Force,Female,Married - Spouse Present,4476.8791,2,4513.1095,6755.5156,18018.9010,4513.1095,2022,jan
"Jackson, MS","House, Apartment, Flat",Owned Or Being Bought By A Hh Member,"40,000 To 49,999",12th Grade No Diploma,Retired-Not In Labor Force,Male,Divorced,1385.7107,1,1371.9223,2052.9582,0.0000,1371.9223,2022,jan
"Charlotte-Concord-Gastonia, NC-SC","House, Apartment, Flat",Not in Universe,"50,000 To 59,999",Not in Universe,Not in Universe,Male,Not in Universe,0.0000,4,3118.9198,0.0000,0.0000,3118.9198,2024,jan
"Cleveland-Elyria, OH","House, Apartment, Flat",Rented for cash,"20,000 To 24,999",10th Grade,Employed-At Work,Male,Divorced,3729.9101,1,3783.4949,5607.6729,18134.9536,3783.4949,2023,jan
"Boston-Cambridge-Newton, MA-NH","House, Apartment, Flat",Owned Or Being Bought By A Hh Member,"100,000 To 149,999","Professional School Deg(ex:md,dds,dvm)",Retired-Not In Labor Force,Male,Married - Spouse Present,2459.6496,2,2147.6930,0.0000,0.0000,2396.8121,2023,jan
"Detroit-Warren-Dearborn, MI","House, Apartment, Flat",Not in Universe,"60,000 To 74,999","Bachelor's Degree(ex:ba,ab,bs)",Employed-At Work,Male,Never Married,3456.1126,2,3365.7265,4988.4914,0.0000,3365.7265,2024,jan
"New York-Newark-Jersey City, NY-NJ-PA","House, Apartment, Flat",Rented for cash,"50,000 To 59,999",High School Grad-Diploma Or Equiv (ged),Other-Not In Labor Force,Female,Married - Spouse Present,3749.0666,5,3826.6463,0.0000,0.0000,3826.6463,2022,jan
"Washington-Arlington-Alexandria, DC-VA-MD-WV","House, Apartment, Flat",Rented for cash,"60,000 To 74,999",Some College But No Degree,Employed-At Work,Female,Never Married,350.3520,2,353.7855,0.0000,1398.8556,353.7855,2022,jan
"Knoxville, TN","House, Apartment, Flat",Owned Or Being Bought By A Hh Member,"7,500 To 9,999","MASTER'S DEGREE(EX:MA,MS,MEng,MEd,MSW)",Retired-Not In Labor Force,Female,Married - Spouse Present,2632.0658,2,2580.6673,3827.8495,0.0000,2580.6673,2023,jan
"Orlando-Kissimmee-Sanford, FL","House, Apartment, Flat",Not in Universe,"100,000 To 149,999","Bachelor's Degree(ex:ba,ab,bs)",Retired-Not In Labor Force,Male,Married - Spouse Present,4455.0881,2,4280.8081,6639.7004,0.0000,4479.7944,2024,jan
"Spartanburg, SC","House, Apartment, Flat",Not in Universe,"60,000 To 74,999",High School Grad-Diploma Or Equiv (ged),Retired-Not In Labor Force,Female,Married - Spouse Present,3518.9247,2,3464.1405,5143.9750,0.0000,3464.1405,2024,jan
"Phoenix-Mesa-Scottsdale, AZ","House, Apartment, Flat",Owned Or Being Bought By A Hh Member,"150,000 or More","MASTER'S DEGREE(EX:MA,MS,MEng,MEd,MSW)",Employed-At Work,Male,Married - Spouse Present,4312.6553,2,4375.6976,6298.1277,0.0000,4208.8249,2022,jan
"New York-Newark-Jersey City, NY-NJ-PA","House, Apartment, Flat",Not in Universe,"60,000 To 74,999","Bachelor's Degree(ex:ba,ab,bs)",Employed-At Work,Female,Married-Spouse Absent,4268.7008,1,4397.9168,0.0000,0.0000,4397.9168,2024,jan
"Greensboro-High Point, NC","House, Apartment, Flat",Not in Universe,"20,000 To 24,999",Not in Universe,Not in Universe,Male,Not in Universe,0.0000,6,3211.5983,0.0000,0.0000,3211.5983,2024,jan
"San Francisco-Oakland-Hayward, CA","House, Apartment, Flat",Not in Universe,"150,000 or More","Bachelor's Degree(ex:ba,ab,bs)",Employed-At Work,Male,Married - Spouse Present,3826.7722,3,4199.8904,5732.9128,0.0000,3867.9864,2024,jan
"Boston-Cambridge-Newton, MA-NH","House, Apartment, Flat",Owned Or Being Bought By A Hh Member,"50,000 To 59,999",Associate Degree-Occupational/Vocationl,Employed-At Work,Female,Divorced,3524.8120,5,3559.6751,5328.3530,0.0000,3559.6751,2022,jan
"Boise City, ID","House, Apartment, Flat",Owned Or Being Bought By A Hh Member,"150,000 or More","Bachelor's Degree(ex:ba,ab,bs)",Employed-At Work,Male,Married - Spouse Present,1108.0719,3,949.1579,0.0000,0.0000,1090.5460,2023,jan
"Little Rock-North Little Rock-Conway, AR","House, Apartment, Flat",Rented for cash,"25,000 To 29,999",Not in Universe,Not in Universe,Male,Not in Universe,0.0000,4,1737.0651,0.0000,0.0000,1737.0651,2022,jan
